31.00,31.00,5.00,2.00,27.00,50.00,16.00,0.10,20.00,9.00,0.56,87.00,7.00,0.40,152.00,0.00,6.00,0.38,63.24,50.52,161387.41,1.06,569.00,0.02,8965.97,3194.77,0.44,15.00,25.00,73.00,0.07,174.00,395.00,31.00,18.00,214.00,16.02,154.00,0.00
15.00,47.00,9.00,13.00,45.00,88.00,24.00,0.21,36.00,12.00,0.50,91.00,11.00,0.43,101.00,0.00,14.00,0.58,61.68,55.25,188272.55,1.14,536.00,0.02,10459.59,3407.65,0.46,26.00,44.00,69.00,0.14,238.00,298.00,56.00,26.00,176.00,36.48,114.00,0.00
11.00,72.00,1.00,9.00,14.00,126.00,39.00,0.25,62.00,3.00,0.08,137.00,3.00,0.05,145.00,0.00,39.00,1.00,37.02,63.15,147591.36,0.78,399.00,0.02,8199.52,2337.33,0.08,32.00,63.00,100.00,0.21,145.00,254.00,31.00,27.00,188.00,13.69,154.00,0.00
0.00,28.00,4.00,0.00,4.00,8.00,25.00,0.19,4.00,25.00,1.00,58.00,1.00,0.00,134.00,0.00,25.00,1.00,48.93,61.81,186927.79,1.01,467.00,0.02,10384.88,3024.17,0.04,2.00,4.00,35.00,0.18,182.00,285.00,53.00,36.00,140.00,2.90,134.00,1.00
31.00,39.00,8.00,6.00,58.00,68.00,20.00,0.11,30.00,11.00,0.55,88.00,5.00,0.21,173.00,0.00,11.00,0.55,94.58,43.08,175516.18,1.36,634.00,0.02,9750.90,4074.25,0.25,19.00,34.00,70.00,0.07,236.00,398.00,63.00,23.00,270.00,27.00,179.00,0.00
57.00,5.00,8.00,1.00,59.00,8.00,3.00,0.01,4.00,3.00,1.00,63.00,1.00,0.00,263.00,0.00,3.00,1.00,246.14,28.65,202038.95,2.35,1081.00,0.03,11224.39,7051.97,0.33,2.00,4.00,62.00,0.01,382.00,699.00,80.00,12.00,382.00,18.58,264.00,1.00
14.00,89.00,1.00,1.00,11.00,116.00,45.00,0.39,28.00,2.00,0.04,118.00,44.00,0.98,115.00,0.00,0.00,0.00,28.33,74.12,155603.31,0.70,403.00,0.01,8644.63,2099.41,0.98,44.00,73.00,75.00,0.31,126.00,277.00,17.00,20.00,143.00,9.45,116.00,0.00
26.00,5.00,3.00,0.00,31.00,8.00,3.00,0.02,4.00,1.00,0.33,34.00,1.00,0.00,155.00,0.00,3.00,1.00,46.10,64.68,192811.50,0.99,591.00,0.02,10711.75,2981.24,0.33,2.00,4.00,33.00,0.01,199.00,392.00,20.00,13.00,214.00,16.67,155.00,0.00
25.00,85.00,33.00,7.00,76.00,120.00,43.00,0.25,36.00,30.00,0.70,200.00,28.00,0.64,166.00,0.00,13.00,0.30,117.38,36.44,155844.09,1.43,641.00,0.03,8658.00,4277.02,0.65,42.00,77.00,159.00,0.16,265.00,376.00,80.00,22.00,276.00,33.33,173.00,0.00
8.00,33.00,13.00,15.00,21.00,58.00,17.00,0.20,26.00,12.00,0.71,93.00,6.00,0.31,69.00,0.00,14.00,0.82,51.75,55.40,158856.26,0.96,471.00,0.02,8825.35,2867.19,0.35,16.00,29.00,78.00,0.15,179.00,292.00,42.00,26.00,117.00,34.29,84.00,0.00
9.00,49.00,6.00,9.00,52.00,76.00,25.00,0.36,28.00,13.00,0.52,100.00,6.00,0.21,61.00,1.00,15.00,0.60,18.70,91.25,155679.37,0.57,330.00,0.01,8648.85,1706.08,0.24,24.00,38.00,77.00,0.19,146.00,184.00,16.00,20.00,133.00,50.00,70.00,1.00
14.00,60.00,9.00,7.00,27.00,104.00,31.00,0.24,48.00,26.00,0.84,126.00,1.00,0.00,121.00,0.00,31.00,1.00,87.83,42.11,155774.83,1.23,567.00,0.02,8654.16,3698.86,0.03,28.00,52.00,97.00,0.18,268.00,299.00,70.00,22.00,171.00,21.94,128.00,0.00
2.00,15.00,15.00,10.00,23.00,28.00,8.00,0.14,14.00,6.00,0.75,95.00,1.00,0.00,47.00,0.00,7.00,0.88,55.92,56.28,177090.67,1.05,573.00,0.02,9838.37,3146.83,0.13,7.00,14.00,89.00,0.09,204.00,369.00,29.00,16.00,85.00,41.25,57.00,0.00
10.00,17.00,1.00,0.00,17.00,32.00,9.00,0.12,16.00,2.00,0.22,50.00,1.00,0.00,73.00,0.00,9.00,1.00,45.32,64.72,189857.50,0.98,544.00,0.02,10547.64,2933.42,0.11,8.00,16.00,43.00,0.09,233.00,311.00,27.00,15.00,102.00,18.89,73.00,1.00
4.00,43.00,1.00,3.00,0.00,84.00,22.00,0.05,42.00,2.00,0.09,137.00,1.00,0.00,479.00,0.00,5.00,0.23,1643.15,10.81,192184.74,5.92,2029.00,0.09,10676.93,17770.43,0.05,21.00,42.00,117.00,0.05,1019.00,1010.00,424.00,9.00,487.00,0.62,482.00,1.00
22.00,32.00,6.00,25.00,5.00,48.00,19.00,0.14,24.00,16.00,0.84,76.00,16.00,0.83,112.00,7.00,19.00,1.00,55.88,57.30,183485.55,1.07,519.00,0.02,10193.64,3202.19,0.84,12.00,24.00,59.00,0.11,191.00,328.00,45.00,27.00,173.00,21.13,137.00,0.00
4.00,65.00,4.00,1.00,3.00,128.00,33.00,0.20,64.00,2.00,0.06,160.00,1.00,0.00,161.00,0.00,32.00,0.97,124.02,34.80,150174.45,1.44,722.00,0.03,8343.02,4315.60,0.03,32.00,64.00,129.00,0.19,329.00,393.00,52.00,11.00,171.00,2.42,162.00,1.00
18.00,21.00,14.00,0.00,51.00,32.00,11.00,0.08,12.00,7.00,0.64,85.00,6.00,0.50,137.00,0.00,3.00,0.27,206.64,27.45,155671.12,1.89,838.00,0.04,8648.40,5671.74,0.55,10.00,16.00,76.00,0.05,344.00,494.00,94.00,15.00,208.00,27.13,137.00,1.00
25.00,35.00,10.00,0.00,23.00,68.00,18.00,0.16,34.00,16.00,0.89,102.00,1.00,0.00,113.00,2.00,14.00,0.78,68.57,52.29,187492.59,1.20,589.00,0.02,10416.25,3585.52,0.06,17.00,34.00,86.00,0.11,251.00,338.00,48.00,20.00,165.00,16.91,113.00,1.00
28.00,29.00,8.00,3.00,25.00,44.00,15.00,0.15,16.00,4.00,0.27,68.00,12.00,0.79,100.00,0.00,0.00,0.00,46.96,56.64,150652.61,0.89,456.00,0.02,8369.59,2659.80,0.80,14.00,22.00,55.00,0.09,145.00,311.00,32.00,25.00,158.00,21.88,103.00,1.00
6.00,97.00,3.00,0.00,4.00,192.00,49.00,0.17,96.00,1.00,0.02,242.00,1.00,0.00,291.00,0.00,49.00,1.00,303.55,25.59,198748.74,2.59,1141.00,0.04,11041.60,7767.19,0.02,48.00,96.00,195.00,0.16,522.00,619.00,102.00,10.00,303.00,1.36,291.00,1.00
10.00,42.00,6.00,16.00,29.00,36.00,29.00,0.19,18.00,23.00,0.79,91.00,1.00,0.00,135.00,0.00,28.00,0.97,58.76,51.27,154440.00,1.00,470.00,0.02,8580.00,3012.41,0.03,9.00,18.00,64.00,0.15,198.00,272.00,56.00,29.00,193.00,25.00,151.00,0.00
25.00,55.00,10.00,37.00,19.00,86.00,28.00,0.18,32.00,15.00,0.54,109.00,23.00,0.81,116.00,1.00,27.00,0.96,96.28,43.05,178420.08,1.38,628.00,0.02,9912.23,4144.75,0.82,27.00,43.00,83.00,0.10,277.00,351.00,74.00,23.00,271.00,32.56,153.00,0.00
