15.00,9.00,4.00,14.00,2.00,14.00,5.00,0.11,6.00,2.33,3.00,0.60,21.00,3.00,0.50,31.00,1.00,61.27,44.61,121958.52,0.91,446.00,0.02,6775.47,2733.66,0.60,4.00,7.00,18.00,0.08,151.00,295.00,44.00,26.00,63.00,34.04,45.00,1.00
5.00,69.00,8.00,0.00,0.00,130.00,35.00,0.54,62.00,2.10,11.00,0.31,141.00,19.00,0.53,65.00,3.00,70.75,49.50,173359.85,1.17,526.00,0.02,9631.10,3502.22,0.54,34.00,65.00,108.00,0.44,204.00,322.00,68.00,33.00,80.00,0.00,65.00,1.00
1.00,36.00,2.00,1.00,0.00,56.00,21.00,0.42,28.00,2.00,6.00,0.29,77.00,9.00,0.40,49.00,4.00,35.67,65.77,154273.13,0.78,384.00,0.02,8570.73,2345.67,0.43,14.00,28.00,58.00,0.40,171.00,213.00,39.00,30.00,52.00,2.00,50.00,1.00
12.00,27.00,1.00,3.00,2.00,40.00,15.00,0.36,18.00,2.22,6.00,0.40,59.00,10.00,0.64,39.00,3.00,42.04,61.97,161468.35,0.87,428.00,0.02,8970.46,2605.43,0.67,11.00,20.00,46.00,0.26,157.00,271.00,38.00,30.00,57.00,11.36,42.00,1.00
3.00,45.00,5.00,8.00,1.00,68.00,26.00,0.31,32.00,2.13,19.00,0.73,104.00,23.00,0.88,75.00,4.00,52.16,53.78,150849.96,0.93,425.00,0.02,8380.54,2804.96,0.88,18.00,34.00,80.00,0.27,167.00,258.00,59.00,38.00,96.00,10.71,83.00,1.00
12.00,55.00,12.00,2.00,0.00,68.00,34.00,0.38,34.00,2.00,15.00,0.44,121.00,17.00,0.48,87.00,2.00,69.02,44.68,137758.80,1.03,448.00,0.02,7653.27,3083.42,0.50,17.00,34.00,89.00,0.33,181.00,267.00,79.00,39.00,102.00,2.25,89.00,1.00
50.00,64.00,2.00,15.00,13.00,92.00,35.00,0.19,36.00,2.56,17.00,0.49,120.00,22.00,0.62,166.00,2.00,144.78,33.72,164651.23,1.63,666.00,0.03,9147.29,4882.39,0.63,28.00,46.00,87.00,0.14,307.00,359.00,132.00,29.00,245.00,14.43,181.00,1.00
3.00,9.00,3.00,0.00,1.00,16.00,5.00,0.16,8.00,2.00,3.00,0.60,25.00,1.00,0.00,31.00,0.00,64.90,47.74,147935.37,1.03,509.00,0.02,8218.62,3098.52,0.20,4.00,8.00,22.00,0.14,145.00,364.00,41.00,27.00,36.00,3.13,31.00,1.00
16.00,11.00,5.00,1.00,17.00,20.00,6.00,0.18,10.00,2.00,2.00,0.33,30.00,1.00,0.00,32.00,3.00,32.61,64.33,135012.09,0.70,363.00,0.02,7500.67,2098.63,0.17,5.00,10.00,26.00,0.09,193.00,170.00,33.00,22.00,67.00,36.00,33.00,1.00
5.00,31.00,4.00,0.00,0.00,50.00,17.00,0.31,24.00,2.08,12.00,0.71,68.00,15.00,0.88,55.00,4.00,29.26,76.36,170603.91,0.74,367.00,0.01,9478.00,2234.10,0.88,13.00,25.00,53.00,0.22,144.00,223.00,33.00,35.00,78.00,0.00,55.00,1.00
6.00,3.00,1.00,0.00,1.00,4.00,2.00,0.08,2.00,2.00,1.00,0.50,6.00,1.00,0.00,25.00,3.00,14.23,94.77,127850.89,0.45,287.00,0.01,7102.83,1349.03,0.50,1.00,2.00,6.00,0.06,139.00,148.00,11.00,15.00,33.00,3.85,25.00,1.00
30.00,61.00,12.00,4.00,60.00,98.00,31.00,0.23,38.00,2.58,13.00,0.42,108.00,23.00,0.73,128.00,1.00,96.71,39.62,151799.12,1.28,565.00,0.03,8433.28,3831.47,0.74,30.00,50.00,79.00,0.14,256.00,309.00,84.00,26.00,223.00,33.33,132.00,1.00
14.00,29.00,8.00,5.00,14.00,40.00,15.00,0.23,14.00,2.86,6.00,0.40,58.00,10.00,0.64,59.00,0.00,46.09,53.79,133379.57,0.83,390.00,0.02,7409.98,2479.45,0.67,13.00,22.00,45.00,0.15,177.00,213.00,51.00,31.00,102.00,24.36,64.00,0.00
6.00,5.00,2.00,0.00,11.00,8.00,3.00,0.06,4.00,2.00,1.00,0.33,14.00,1.00,0.00,49.00,3.00,47.82,55.00,144649.10,0.88,457.00,0.02,8036.06,2629.98,0.33,2.00,4.00,13.00,0.04,220.00,237.00,36.00,18.00,67.00,18.33,49.00,1.00
35.00,75.00,12.00,3.00,64.00,116.00,38.00,0.26,42.00,2.76,15.00,0.39,126.00,32.00,0.84,144.00,1.00,115.86,37.39,161985.90,1.44,624.00,0.03,8999.22,4332.13,0.84,37.00,59.00,90.00,0.15,279.00,345.00,97.00,26.00,247.00,31.75,147.00,0.00
16.00,61.00,8.00,0.00,1.00,114.00,31.00,0.33,54.00,2.11,15.00,0.48,130.00,25.00,0.80,95.00,2.00,104.29,36.90,142000.70,1.28,548.00,0.03,7888.93,3848.26,0.81,30.00,57.00,101.00,0.27,246.00,302.00,100.00,30.00,113.00,1.04,95.00,1.00
23.00,57.00,3.00,0.00,4.00,56.00,33.00,0.20,24.00,2.33,11.00,0.33,102.00,10.00,0.28,165.00,2.00,160.17,29.21,136707.89,1.56,636.00,0.03,7594.88,4679.40,0.30,16.00,28.00,71.00,0.17,272.00,364.00,135.00,29.00,193.00,2.37,165.00,0.00
9.00,59.00,13.00,0.00,1.00,82.00,34.00,0.39,40.00,2.05,22.00,0.65,133.00,15.00,0.42,88.00,2.00,71.79,42.00,126638.31,1.01,450.00,0.02,7035.46,3015.20,0.44,21.00,41.00,101.00,0.34,189.00,261.00,72.00,32.00,99.00,1.12,88.00,1.00
1.00,73.00,6.00,0.00,0.00,134.00,37.00,0.55,62.00,2.16,18.00,0.49,143.00,18.00,0.47,67.00,3.00,56.51,54.89,170295.87,1.03,469.00,0.02,9460.88,3102.30,0.49,36.00,67.00,108.00,0.54,181.00,288.00,61.00,37.00,69.00,0.00,67.00,1.00
