3.00,5.00,3.00,0.00,15.00,8.00,3.00,0.19,4.00,2.00,2.00,0.67,13.00,1.00,0.00,16.00,2.00,20.14,12.83,3317.73,0.09,55.00,0.08,184.32,258.51,0.33,2.00,4.00,12.00,0.09,22.00,33.00,12.00,14.00,35.00,48.39,16.00,0.00
9.00,5.00,7.00,0.00,6.00,8.00,3.00,0.18,4.00,2.00,3.00,1.00,16.00,1.00,0.00,17.00,2.00,38.07,9.14,3182.29,0.12,69.00,0.11,176.79,348.06,0.33,2.00,4.00,15.00,0.09,32.00,37.00,21.00,12.00,33.00,26.09,17.00,1.00
1.00,3.00,2.00,16.00,0.00,4.00,2.00,0.08,2.00,2.00,2.00,1.00,21.00,1.00,0.00,9.00,0.00,95.59,5.98,3422.92,0.19,109.00,0.17,190.16,572.02,0.50,1.00,2.00,21.00,0.07,53.00,56.00,31.00,7.00,27.00,64.00,25.00,1.00
3.00,7.00,2.00,0.00,6.00,8.00,4.00,0.33,2.00,4.00,2.00,0.50,13.00,4.00,1.00,12.00,0.00,24.24,11.70,3318.52,0.09,59.00,0.09,184.36,283.63,1.00,3.00,4.00,11.00,0.18,27.00,32.00,15.00,13.00,22.00,33.33,12.00,1.00
1.00,7.00,0.00,0.00,0.00,12.00,4.00,0.33,6.00,2.00,1.00,0.25,16.00,1.00,0.00,12.00,1.00,14.65,16.36,3922.73,0.08,51.00,0.06,217.93,239.72,0.25,3.00,6.00,14.00,0.29,24.00,27.00,11.00,15.00,14.00,0.00,12.00,1.00
1.00,5.00,1.00,0.00,1.00,8.00,3.00,0.25,4.00,2.00,1.00,0.33,12.00,1.00,0.00,12.00,0.00,16.29,15.11,3719.21,0.08,53.00,0.07,206.62,246.12,0.33,2.00,4.00,11.00,0.20,17.00,36.00,9.00,16.00,15.00,7.69,12.00,1.00
4.00,13.00,4.00,0.00,1.00,22.00,7.00,0.28,10.00,2.20,6.00,0.86,32.00,4.00,0.00,25.00,0.00,35.89,10.40,3882.17,0.12,74.00,0.10,215.68,373.29,0.57,6.00,11.00,27.00,0.23,32.00,42.00,20.00,13.00,31.00,3.85,25.00,1.00
4.00,11.00,4.00,0.00,2.00,16.00,6.00,0.30,6.00,2.67,4.00,0.67,20.00,5.00,0.00,20.00,0.00,29.70,11.28,3778.06,0.11,67.00,0.09,209.89,335.00,0.83,5.00,8.00,16.00,0.22,29.00,38.00,18.00,14.00,27.00,9.09,20.00,1.00
2.00,5.00,1.00,0.00,4.00,8.00,3.00,0.23,4.00,2.00,2.00,0.67,11.00,1.00,0.00,13.00,3.00,11.63,17.00,3360.12,0.07,45.00,0.06,186.67,197.65,0.33,2.00,4.00,10.00,0.15,17.00,28.00,7.00,14.00,20.00,23.53,13.00,1.00
1.00,3.00,2.00,16.00,0.00,4.00,2.00,0.08,2.00,2.00,2.00,1.00,21.00,1.00,0.00,9.00,0.00,103.20,5.62,3260.81,0.19,109.00,0.18,181.16,580.09,0.50,1.00,2.00,21.00,0.07,53.00,56.00,33.00,7.00,27.00,64.00,25.00,1.00
6.00,6.00,6.00,0.00,5.00,4.00,4.00,0.17,2.00,2.00,4.00,1.00,17.00,1.00,0.00,24.00,0.00,39.16,9.04,3202.49,0.12,67.00,0.11,177.92,354.12,0.25,1.00,2.00,15.00,0.11,26.00,41.00,23.00,16.00,36.00,17.24,24.00,1.00
5.00,3.00,3.00,0.00,3.00,4.00,2.00,0.10,2.00,2.00,2.00,1.00,7.00,1.00,0.00,21.00,2.00,35.54,10.17,3679.85,0.12,73.00,0.10,204.44,361.66,0.50,1.00,2.00,7.00,0.07,37.00,36.00,20.00,11.00,30.00,12.50,21.00,1.00
5.00,5.00,13.00,0.00,3.00,4.00,3.00,0.13,2.00,2.00,3.00,1.00,24.00,1.00,0.00,23.00,2.00,88.98,6.22,3442.96,0.18,102.00,0.16,191.28,553.48,0.33,1.00,2.00,23.00,0.09,47.00,55.00,34.00,9.00,32.00,11.54,23.00,1.00
3.00,39.00,3.00,1.00,3.00,40.00,20.00,0.53,4.00,10.00,20.00,1.00,63.00,20.00,1.00,37.00,0.00,97.07,6.18,3709.37,0.20,112.00,0.16,206.08,600.05,1.00,18.00,20.00,45.00,0.44,51.00,61.00,33.00,8.00,45.00,9.76,38.00,1.00
3.00,7.00,9.00,0.00,2.00,12.00,4.00,0.13,6.00,2.00,4.00,1.00,22.00,1.00,0.00,31.00,2.00,64.76,7.40,3542.75,0.16,90.00,0.14,196.82,478.97,0.25,3.00,6.00,20.00,0.11,39.00,51.00,29.00,11.00,37.00,6.06,31.00,1.00
