7.00,12.00,17.00,8.00,12.00,4.00,0.21,6.00,2.00,4.00,1.00,24.00,1.00,0.00,2.00,4.00,51.96,5.57,1612.97,0.10,59.00,0.18,89.61,289.51,0.25,3.00,6.00,22.00,0.14,26.00,33.00,21.00,9.00,29.00,92.59,19.00,1.00
9.00,4.00,12.00,0.00,16.00,5.00,0.38,8.00,2.00,2.00,0.40,24.00,1.00,0.00,1.00,2.00,18.67,9.63,1729.78,0.06,46.00,0.10,96.10,179.72,0.20,4.00,8.00,21.00,0.33,22.00,24.00,8.00,7.00,15.00,92.31,13.00,1.00
3.00,0.00,8.00,0.00,4.00,2.00,0.20,2.00,2.00,1.00,0.50,8.00,1.00,0.00,2.00,1.00,16.23,9.56,1485.28,0.05,38.00,0.10,82.52,155.32,0.50,1.00,2.00,8.00,0.14,17.00,21.00,8.00,9.00,14.00,80.00,10.00,1.00
5.00,2.00,3.00,0.00,8.00,3.00,0.75,4.00,2.00,2.00,0.67,12.00,1.00,0.00,1.00,3.00,10.57,12.86,1747.72,0.05,32.00,0.08,97.10,135.93,0.33,2.00,4.00,11.00,0.43,15.00,17.00,7.00,12.00,7.00,75.00,4.00,1.00
3.00,2.00,6.00,0.00,4.00,2.00,0.25,2.00,2.00,2.00,1.00,8.00,1.00,0.00,2.00,2.00,10.29,11.67,1400.00,0.04,30.00,0.09,77.78,120.00,0.50,1.00,2.00,8.00,0.20,14.00,16.00,6.00,10.00,10.00,75.00,8.00,1.00
7.00,5.00,9.00,0.00,10.00,4.00,0.40,4.00,2.50,3.00,0.75,14.00,1.00,0.00,1.00,2.00,28.12,7.50,1581.81,0.07,46.00,0.13,87.88,210.91,0.25,3.00,5.00,12.00,0.33,21.00,25.00,14.00,10.00,12.00,90.00,10.00,1.00
5.00,3.00,9.00,0.00,8.00,3.00,0.27,4.00,2.00,3.00,1.00,12.00,1.00,0.00,2.00,1.00,15.51,9.75,1474.86,0.05,35.00,0.10,81.94,151.27,0.33,2.00,4.00,11.00,0.23,13.00,22.00,8.00,12.00,13.00,81.82,11.00,1.00
3.00,5.00,6.00,0.00,4.00,2.00,0.22,2.00,2.00,2.00,1.00,12.00,1.00,0.00,3.00,3.00,14.94,10.13,1531.27,0.05,37.00,0.10,85.07,151.24,0.50,1.00,2.00,12.00,0.15,18.00,19.00,8.00,9.00,13.00,66.67,9.00,1.00
5.00,3.00,5.00,0.00,8.00,3.00,0.50,4.00,2.00,1.00,0.33,13.00,1.00,0.00,1.00,0.00,13.12,11.56,1752.06,0.05,34.00,0.09,97.34,151.62,0.33,2.00,4.00,12.00,0.38,16.00,18.00,9.00,13.00,8.00,83.33,6.00,1.00
3.00,1.00,4.00,0.00,4.00,2.00,0.40,2.00,2.00,1.00,0.50,6.00,1.00,0.00,1.00,2.00,11.76,10.83,1380.58,0.04,30.00,0.09,76.70,127.44,0.50,1.00,2.00,6.00,0.29,10.00,20.00,6.00,13.00,7.00,80.00,5.00,1.00
7.00,4.00,5.00,1.00,12.00,4.00,0.67,6.00,2.00,4.00,1.00,16.00,1.00,0.00,1.00,2.00,14.41,10.83,1690.87,0.05,35.00,0.09,93.94,156.08,0.25,3.00,6.00,14.00,0.44,15.00,20.00,9.00,13.00,9.00,85.71,6.00,1.00
5.00,0.00,8.00,25.00,8.00,3.00,0.25,4.00,2.00,1.00,0.33,10.00,1.00,0.00,4.00,1.00,18.17,9.00,1471.49,0.05,40.00,0.11,81.75,163.50,0.33,2.00,4.00,9.00,0.08,16.00,24.00,8.00,9.00,39.00,89.19,12.00,1.00
3.00,2.00,5.00,2.00,4.00,2.00,0.33,2.00,2.00,1.00,0.50,9.00,1.00,0.00,1.00,0.00,20.37,9.00,1649.85,0.06,39.00,0.11,91.66,183.32,0.50,1.00,2.00,9.00,0.20,18.00,21.00,13.00,13.00,10.00,87.50,6.00,1.00
11.00,0.00,13.00,0.00,20.00,6.00,0.43,10.00,2.00,1.00,0.17,20.00,1.00,0.00,1.00,3.00,8.78,13.33,1560.00,0.04,39.00,0.08,86.67,117.00,0.17,5.00,10.00,16.00,0.38,16.00,23.00,3.00,5.00,16.00,92.86,14.00,1.00
7.00,0.00,9.00,17.00,12.00,4.00,0.36,6.00,2.00,1.00,0.25,14.00,1.00,0.00,2.00,0.00,15.85,10.00,1584.57,0.05,38.00,0.10,88.03,158.46,0.25,3.00,6.00,12.00,0.13,16.00,22.00,8.00,10.00,30.00,92.86,11.00,1.00
3.00,1.00,7.00,0.00,4.00,2.00,0.22,2.00,2.00,2.00,1.00,8.00,1.00,0.00,2.00,4.00,13.18,10.93,1573.71,0.05,36.00,0.09,87.43,144.00,0.50,1.00,2.00,8.00,0.14,17.00,19.00,7.00,9.00,14.00,77.78,9.00,1.00
7.00,7.00,13.00,1.00,8.00,4.00,0.25,4.00,2.00,4.00,1.00,19.00,1.00,0.00,3.00,1.00,20.03,8.57,1471.49,0.06,42.00,0.12,81.75,171.67,0.25,2.00,4.00,17.00,0.21,12.00,30.00,7.00,10.00,19.00,82.35,16.00,1.00
5.00,2.00,7.00,0.00,8.00,3.00,0.38,4.00,2.00,3.00,1.00,12.00,1.00,0.00,1.00,0.00,25.40,8.36,1776.41,0.07,50.00,0.12,98.69,212.40,0.33,2.00,4.00,11.00,0.30,23.00,27.00,11.00,8.00,10.00,87.50,8.00,1.00
7.00,2.00,8.00,0.00,12.00,4.00,0.40,6.00,2.00,2.00,0.50,17.00,1.00,0.00,2.00,2.00,14.14,10.39,1526.60,0.05,34.00,0.10,84.81,146.95,0.25,3.00,6.00,15.00,0.33,17.00,17.00,9.00,11.00,12.00,80.00,10.00,1.00
3.00,1.00,4.00,2.00,4.00,2.00,0.40,2.00,2.00,1.00,0.50,8.00,1.00,0.00,1.00,1.00,12.68,11.25,1604.52,0.05,33.00,0.09,89.14,142.62,0.50,1.00,2.00,8.00,0.22,15.00,18.00,8.00,12.00,9.00,85.71,5.00,1.00
9.00,1.00,14.00,3.00,16.00,5.00,0.29,8.00,2.00,4.00,0.80,18.00,1.00,0.00,3.00,0.00,24.08,8.33,1672.29,0.07,45.00,0.12,92.90,200.67,0.20,4.00,8.00,15.00,0.23,20.00,25.00,12.00,10.00,22.00,85.00,17.00,0.00
5.00,2.00,5.00,0.00,8.00,3.00,0.43,4.00,2.00,3.00,1.00,12.00,1.00,0.00,2.00,0.00,7.83,14.30,1601.60,0.04,28.00,0.07,88.98,112.00,0.33,2.00,4.00,11.00,0.33,13.00,15.00,5.00,11.00,9.00,71.43,7.00,1.00
5.00,0.00,4.00,0.00,8.00,3.00,0.60,4.00,2.00,1.00,0.33,8.00,1.00,0.00,1.00,3.00,7.70,13.50,1403.51,0.03,29.00,0.07,77.97,103.96,0.33,2.00,4.00,7.00,0.38,9.00,20.00,3.00,9.00,8.00,80.00,5.00,1.00
5.00,3.00,11.00,4.00,8.00,3.00,0.25,4.00,2.00,1.00,0.33,15.00,1.00,0.00,1.00,0.00,25.96,8.17,1731.33,0.07,53.00,0.12,96.19,212.00,0.33,2.00,4.00,14.00,0.17,21.00,32.00,9.00,7.00,18.00,93.75,12.00,1.00
3.00,0.00,3.00,8.00,4.00,2.00,0.40,2.00,2.00,1.00,0.50,6.00,1.00,0.00,2.00,0.00,10.98,11.92,1558.69,0.04,32.00,0.08,86.59,130.80,0.50,1.00,2.00,6.00,0.13,13.00,19.00,6.00,11.00,15.00,84.62,5.00,1.00
3.00,8.00,7.00,9.00,4.00,2.00,0.25,2.00,2.00,2.00,1.00,14.00,1.00,0.00,1.00,0.00,26.49,7.54,1505.47,0.07,42.00,0.13,83.64,199.71,0.50,1.00,2.00,14.00,0.11,14.00,28.00,13.00,14.00,19.00,94.12,8.00,1.00
3.00,2.00,6.00,1.00,4.00,2.00,0.22,2.00,2.00,1.00,0.50,7.00,1.00,0.00,3.00,2.00,11.06,11.14,1372.69,0.04,29.00,0.09,76.26,123.19,0.50,1.00,2.00,7.00,0.17,13.00,16.00,7.00,12.00,12.00,70.00,9.00,1.00
5.00,5.00,5.00,0.00,6.00,3.00,0.50,2.00,3.00,2.00,0.67,13.00,3.00,1.00,1.00,1.00,8.75,14.30,1788.90,0.04,30.00,0.07,99.38,125.10,1.00,2.00,3.00,12.00,0.38,11.00,19.00,5.00,13.00,8.00,83.33,6.00,1.00
3.00,1.00,7.00,0.00,4.00,2.00,0.22,2.00,2.00,2.00,1.00,8.00,1.00,0.00,2.00,5.00,15.30,10.69,1747.39,0.05,40.00,0.09,97.08,163.50,0.50,1.00,2.00,8.00,0.13,19.00,21.00,8.00,9.00,15.00,77.78,9.00,1.00
3.00,5.00,5.00,0.00,4.00,2.00,0.33,2.00,2.00,2.00,1.00,12.00,1.00,0.00,1.00,2.00,14.87,9.75,1413.23,0.05,33.00,0.10,78.51,144.95,0.50,1.00,2.00,12.00,0.25,12.00,21.00,8.00,13.00,8.00,83.33,6.00,1.00
11.00,5.00,16.00,57.00,20.00,6.00,0.25,10.00,2.00,5.00,0.83,23.00,1.00,0.00,8.00,0.00,36.62,7.08,1833.96,0.09,59.00,0.14,101.89,259.14,0.17,5.00,10.00,19.00,0.07,23.00,36.00,13.00,8.00,83.00,90.12,24.00,1.00
5.00,4.00,11.00,1.00,8.00,3.00,0.23,4.00,2.00,3.00,1.00,11.00,3.00,1.00,2.00,3.00,20.81,9.00,1685.67,0.06,42.00,0.11,93.65,187.30,1.00,2.00,4.00,10.00,0.17,18.00,24.00,11.00,11.00,18.00,85.71,13.00,1.00
5.00,2.00,3.00,0.00,8.00,3.00,0.75,4.00,2.00,2.00,0.67,12.00,1.00,0.00,1.00,3.00,8.94,14.00,1751.37,0.04,30.00,0.07,97.30,125.10,0.33,2.00,4.00,11.00,0.43,14.00,16.00,6.00,12.00,7.00,75.00,4.00,1.00
3.00,1.00,5.00,0.00,4.00,2.00,0.29,2.00,2.00,2.00,1.00,7.00,1.00,0.00,2.00,4.00,9.07,12.60,1439.18,0.04,30.00,0.08,79.95,114.22,0.50,1.00,2.00,7.00,0.18,14.00,16.00,5.00,9.00,11.00,71.43,7.00,1.00
7.00,5.00,10.00,3.00,10.00,4.00,0.33,4.00,2.50,3.00,0.75,14.00,1.00,0.00,2.00,2.00,27.19,7.86,1678.42,0.07,46.00,0.13,93.25,213.62,0.25,3.00,5.00,12.00,0.24,20.00,26.00,14.00,11.00,17.00,86.67,12.00,1.00
5.00,0.00,9.00,0.00,8.00,3.00,0.25,4.00,2.00,1.00,0.33,8.00,1.00,0.00,3.00,4.00,9.59,13.50,1748.46,0.04,35.00,0.07,97.14,129.52,0.33,2.00,4.00,7.00,0.20,12.00,23.00,4.00,9.00,15.00,75.00,12.00,1.00
5.00,4.00,9.00,0.00,8.00,3.00,0.27,4.00,2.00,3.00,1.00,12.00,1.00,0.00,2.00,1.00,15.89,9.63,1471.91,0.05,36.00,0.10,81.77,152.93,0.33,2.00,4.00,11.00,0.23,14.00,22.00,8.00,11.00,13.00,81.82,11.00,1.00
5.00,0.00,8.00,2.00,8.00,3.00,0.30,4.00,2.00,1.00,0.33,12.00,1.00,0.00,2.00,3.00,19.90,8.80,1541.20,0.06,42.00,0.11,85.62,175.14,0.33,2.00,4.00,11.00,0.18,22.00,20.00,10.00,8.00,17.00,83.33,10.00,1.00
3.00,5.00,5.00,2.00,4.00,2.00,0.33,2.00,2.00,2.00,1.00,9.00,1.00,0.00,1.00,2.00,20.94,8.18,1401.55,0.06,39.00,0.12,77.86,171.30,0.50,1.00,2.00,9.00,0.17,18.00,21.00,11.00,10.00,12.00,87.50,6.00,1.00
7.00,5.00,9.00,0.00,10.00,4.00,0.40,4.00,2.50,3.00,0.75,14.00,1.00,0.00,1.00,2.00,25.87,7.69,1531.05,0.07,44.00,0.13,85.06,199.04,0.25,3.00,5.00,12.00,0.33,20.00,24.00,13.00,10.00,12.00,90.00,10.00,1.00
5.00,3.00,6.00,0.00,8.00,3.00,0.43,4.00,2.00,2.00,0.67,13.00,1.00,0.00,1.00,0.00,10.38,12.07,1512.98,0.04,29.00,0.08,84.05,125.34,0.33,2.00,4.00,12.00,0.33,13.00,16.00,7.00,13.00,9.00,85.71,7.00,1.00
5.00,4.00,5.00,0.00,8.00,3.00,0.50,4.00,2.00,2.00,0.67,13.00,1.00,0.00,1.00,4.00,19.31,8.89,1525.99,0.06,42.00,0.11,84.78,171.67,0.33,2.00,4.00,12.00,0.33,20.00,22.00,9.00,8.00,9.00,83.33,6.00,1.00
5.00,3.00,6.00,1.00,8.00,3.00,0.43,4.00,2.00,3.00,1.00,12.00,3.00,1.00,1.00,0.00,7.67,13.75,1450.43,0.04,27.00,0.07,80.58,105.49,1.00,2.00,4.00,11.00,0.30,10.00,17.00,4.00,11.00,10.00,87.50,7.00,1.00
7.00,1.00,9.00,1.00,12.00,4.00,0.33,6.00,2.00,2.00,0.50,15.00,4.00,1.00,3.00,2.00,14.31,10.00,1430.61,0.05,35.00,0.10,79.48,143.06,1.00,3.00,6.00,13.00,0.27,14.00,21.00,7.00,10.00,15.00,76.92,12.00,1.00
3.00,3.00,6.00,0.00,4.00,2.00,0.25,2.00,2.00,2.00,1.00,7.00,1.00,0.00,2.00,0.00,8.05,14.67,1731.08,0.04,31.00,0.07,96.17,118.03,0.50,1.00,2.00,7.00,0.20,8.00,23.00,3.00,11.00,10.00,75.00,8.00,1.00
5.00,6.00,7.00,6.00,8.00,3.00,0.38,4.00,2.00,3.00,1.00,13.00,1.00,0.00,1.00,2.00,20.73,8.73,1579.13,0.06,40.00,0.11,87.73,180.94,0.33,2.00,4.00,12.00,0.19,16.00,24.00,11.00,12.00,16.00,92.86,8.00,1.00
3.00,2.00,5.00,0.00,4.00,2.00,0.33,2.00,2.00,2.00,1.00,7.00,1.00,0.00,1.00,1.00,8.00,15.00,1800.00,0.04,30.00,0.07,100.00,120.00,0.50,1.00,2.00,7.00,0.25,10.00,20.00,4.00,12.00,8.00,83.33,6.00,1.00
5.00,21.00,26.00,100.00,8.00,3.00,0.10,4.00,2.00,3.00,1.00,29.00,1.00,0.00,3.00,0.00,119.94,3.62,1572.37,0.14,84.00,0.28,87.35,434.27,0.33,2.00,4.00,28.00,0.02,30.00,54.00,29.00,7.00,131.00,97.67,29.00,1.00
9.00,2.00,6.00,0.00,12.00,5.00,0.71,4.00,3.00,4.00,0.80,16.00,5.00,1.00,1.00,1.00,7.87,15.00,1770.42,0.04,31.00,0.07,98.36,118.03,1.00,4.00,6.00,13.00,0.56,12.00,19.00,4.00,10.00,9.00,85.71,7.00,1.00
3.00,2.00,6.00,0.00,4.00,2.00,0.25,2.00,2.00,2.00,1.00,7.00,1.00,0.00,2.00,3.00,12.09,11.33,1553.40,0.05,36.00,0.09,86.30,137.06,0.50,1.00,2.00,7.00,0.18,17.00,19.00,6.00,8.00,11.00,75.00,8.00,1.00
3.00,4.00,6.00,12.00,4.00,2.00,0.29,2.00,2.00,1.00,0.50,10.00,1.00,0.00,1.00,1.00,14.00,10.67,1592.95,0.05,34.00,0.09,88.50,149.34,0.50,1.00,2.00,10.00,0.10,16.00,18.00,9.00,12.00,21.00,94.74,7.00,1.00
5.00,4.00,4.00,2.00,8.00,3.00,0.60,4.00,2.00,3.00,1.00,12.00,1.00,0.00,1.00,3.00,17.80,10.05,1796.26,0.06,39.00,0.10,99.79,178.81,0.33,2.00,4.00,11.00,0.25,17.00,22.00,11.00,13.00,12.00,85.71,5.00,1.00
21.00,3.00,22.00,13.00,40.00,11.00,0.46,20.00,2.00,11.00,1.00,43.00,1.00,0.00,2.00,2.00,102.30,4.13,1740.72,0.14,86.00,0.24,96.71,421.99,0.09,10.00,20.00,34.00,0.29,33.00,53.00,24.00,6.00,38.00,94.59,24.00,1.00
7.00,5.00,10.00,3.00,10.00,4.00,0.33,4.00,2.50,3.00,0.75,14.00,1.00,0.00,2.00,2.00,27.02,8.25,1838.97,0.07,48.00,0.12,102.16,222.91,0.25,3.00,5.00,12.00,0.24,21.00,27.00,14.00,11.00,17.00,86.67,12.00,1.00
