16.00,27.00,2.00,12.00,14.00,13.00,8.00,62.00,114.83,11.50,15185.86,0.44,212.00,0.09,843.66,1320.51,92.00,120.00,60.00,15.00,94.00,0.00
14.00,12.00,0.00,0.00,11.00,1.00,1.00,62.00,27.23,24.09,15801.66,0.22,125.00,0.04,877.87,655.99,39.00,86.00,17.00,21.00,79.00,1.00
6.00,9.00,0.00,2.00,5.00,3.00,1.00,27.00,25.95,22.91,13621.99,0.20,115.00,0.04,756.78,594.54,41.00,74.00,17.00,19.00,38.00,1.00
6.00,19.00,0.00,0.00,10.00,3.00,7.00,26.00,27.63,21.18,12391.41,0.20,116.00,0.05,688.41,585.15,45.00,71.00,17.00,16.00,37.00,1.00
3.00,23.00,0.00,0.00,12.00,1.00,1.00,24.00,13.23,33.00,14404.99,0.15,101.00,0.03,800.28,436.51,44.00,57.00,8.00,12.00,29.00,1.00
8.00,11.00,0.00,4.00,6.00,5.00,4.00,38.00,46.35,16.00,11864.41,0.25,147.00,0.06,659.13,741.53,56.00,91.00,21.00,12.00,53.00,0.00
2.00,1.00,0.00,0.00,1.00,1.00,1.00,31.00,62.09,13.79,11804.52,0.29,155.00,0.07,655.81,856.15,70.00,85.00,33.00,13.00,35.00,1.00
2.00,17.00,1.00,8.00,9.00,2.00,8.00,14.00,24.56,22.45,12380.30,0.18,101.00,0.04,687.79,551.40,41.00,60.00,21.00,23.00,25.00,1.00
11.00,16.00,1.00,13.00,11.00,4.00,1.00,58.00,49.25,17.86,15709.76,0.29,145.00,0.06,872.76,879.58,64.00,81.00,43.00,24.00,83.00,1.00
5.00,17.00,0.00,5.00,9.00,3.00,6.00,35.00,27.41,23.50,15139.00,0.21,118.00,0.04,841.06,644.21,47.00,71.00,22.00,22.00,47.00,0.00
4.00,17.00,0.00,0.00,9.00,1.00,8.00,32.00,19.20,25.97,12946.24,0.17,98.00,0.04,719.24,498.57,41.00,57.00,15.00,19.00,38.00,1.00
8.00,9.00,0.00,5.00,5.00,5.00,3.00,35.00,38.90,18.75,13675.98,0.24,138.00,0.05,759.78,729.39,60.00,78.00,24.00,15.00,50.00,1.00
11.00,15.00,6.00,4.00,8.00,7.00,1.00,31.00,32.29,22.26,16005.55,0.24,137.00,0.04,889.20,718.97,55.00,82.00,21.00,17.00,55.00,1.00
14.00,13.00,0.00,0.00,12.00,2.00,1.00,70.00,42.98,18.38,14512.58,0.26,136.00,0.05,806.25,789.80,49.00,87.00,32.00,24.00,86.00,0.00
4.00,13.00,0.00,2.00,7.00,5.00,1.00,33.00,42.38,18.79,14958.55,0.27,139.00,0.05,831.03,796.18,62.00,77.00,33.00,20.00,41.00,0.00
9.00,9.00,2.00,2.00,5.00,4.00,1.00,27.00,47.18,16.72,13185.30,0.26,142.00,0.06,732.52,788.75,59.00,83.00,30.00,17.00,46.00,1.00
5.00,13.00,0.00,0.00,7.00,6.00,1.00,38.00,23.58,24.67,14348.35,0.19,121.00,0.04,797.13,581.69,37.00,84.00,12.00,16.00,45.00,0.00
7.00,9.00,0.00,0.00,5.00,5.00,1.00,32.00,30.81,20.63,13113.30,0.21,126.00,0.05,728.52,635.59,56.00,70.00,19.00,14.00,41.00,0.00
8.00,15.00,0.00,13.00,8.00,7.00,1.00,27.00,24.59,23.16,13184.02,0.19,111.00,0.04,732.45,569.35,39.00,72.00,16.00,19.00,50.00,0.00
3.00,9.00,0.00,0.00,5.00,4.00,1.00,18.00,26.36,22.00,12759.36,0.19,114.00,0.05,708.85,579.97,44.00,70.00,17.00,17.00,23.00,1.00
5.00,17.00,0.00,1.00,9.00,3.00,6.00,23.00,23.59,25.88,15796.57,0.20,120.00,0.04,877.59,610.50,46.00,74.00,16.00,18.00,31.00,1.00
6.00,13.00,0.00,2.00,7.00,5.00,6.00,41.00,58.54,15.65,14331.67,0.31,164.00,0.06,796.20,915.93,76.00,88.00,34.00,14.00,53.00,1.00
1.00,25.00,1.00,0.00,13.00,11.00,12.00,26.00,28.89,22.37,14455.38,0.22,125.00,0.04,803.08,646.24,50.00,75.00,19.00,17.00,30.00,1.00
2.00,13.00,0.00,0.00,7.00,4.00,1.00,30.00,30.60,21.00,13493.48,0.21,117.00,0.05,749.64,642.55,48.00,69.00,24.00,21.00,35.00,1.00
7.00,7.00,0.00,0.00,4.00,3.00,3.00,21.00,35.20,20.57,14895.77,0.24,137.00,0.05,827.54,724.10,48.00,89.00,21.00,18.00,30.00,0.00
7.00,9.00,0.00,0.00,5.00,3.00,1.00,36.00,61.66,16.20,16181.61,0.33,172.00,0.06,898.98,998.87,81.00,91.00,40.00,16.00,43.00,1.00
1.00,11.00,0.00,6.00,6.00,4.00,1.00,47.00,44.86,18.33,15077.27,0.27,166.00,0.05,837.63,822.40,77.00,89.00,21.00,10.00,56.00,1.00
7.00,13.00,0.00,0.00,7.00,7.00,1.00,45.00,34.70,19.08,12631.04,0.22,122.00,0.05,701.72,662.00,53.00,69.00,25.00,18.00,54.00,1.00
1.00,13.00,0.00,3.00,7.00,5.00,7.00,14.00,10.07,40.07,16167.89,0.13,88.00,0.02,898.22,403.48,33.00,55.00,7.00,17.00,20.00,1.00
4.00,11.00,0.00,2.00,6.00,5.00,1.00,48.00,49.96,17.00,14439.21,0.28,149.00,0.06,802.18,849.37,70.00,79.00,35.00,17.00,56.00,1.00
11.00,9.00,0.00,13.00,5.00,2.00,4.00,28.00,39.83,20.15,16169.62,0.27,147.00,0.05,898.31,802.54,64.00,83.00,27.00,17.00,54.00,0.00
8.00,15.00,0.00,9.00,8.00,6.00,7.00,31.00,45.81,16.69,12752.83,0.25,140.00,0.06,708.49,764.32,53.00,87.00,27.00,17.00,50.00,1.00
8.00,21.00,0.00,9.00,11.00,3.00,9.00,32.00,25.71,24.94,15988.94,0.21,125.00,0.04,888.27,641.16,42.00,83.00,16.00,19.00,51.00,1.00
9.00,13.00,0.00,0.00,7.00,5.00,3.00,35.00,30.34,21.47,13988.36,0.22,127.00,0.05,777.13,651.42,51.00,76.00,19.00,16.00,46.00,1.00
3.00,29.00,0.00,0.00,15.00,7.00,15.00,36.00,32.22,21.33,14662.91,0.23,134.00,0.05,814.61,687.32,64.00,70.00,21.00,14.00,43.00,1.00
11.00,13.00,0.00,6.00,7.00,5.00,1.00,44.00,50.34,16.00,12886.65,0.27,145.00,0.06,715.92,805.42,62.00,83.00,31.00,16.00,63.00,1.00
10.00,7.00,0.00,1.00,4.00,2.00,1.00,29.00,19.68,26.40,13716.72,0.17,103.00,0.04,762.04,519.57,44.00,59.00,15.00,18.00,42.00,1.00
7.00,7.00,1.00,4.00,4.00,3.00,1.00,21.00,40.44,17.37,12202.02,0.23,132.00,0.06,677.89,702.49,47.00,85.00,23.00,17.00,35.00,1.00
2.00,11.00,0.00,1.00,6.00,5.00,3.00,21.00,16.27,28.05,12803.96,0.15,96.00,0.04,711.33,456.47,33.00,63.00,10.00,17.00,26.00,1.00
7.00,7.00,1.00,7.00,6.00,6.00,1.00,42.00,36.28,18.67,12641.61,0.23,130.00,0.05,702.31,677.23,49.00,81.00,21.00,16.00,60.00,1.00
