7.00,7.00,2.00,1.00,0.00,12.00,4.00,0.13,6.00,2.00,3.00,0.75,16.00,1.00,0.00,30.00,2.00,29.83,40.13,48033.42,0.40,222.00,0.02,2668.52,1197.09,0.25,3.00,6.00,14.00,0.10,107.00,115.00,24.00,18.00,39.00,3.23,31.00,1.00
27.00,25.00,20.00,0.00,0.00,4.00,23.00,0.29,2.00,2.00,22.00,0.96,51.00,1.00,0.00,79.00,1.00,54.19,28.96,45461.48,0.52,243.00,0.03,2525.64,1569.64,0.04,1.00,2.00,30.00,0.21,92.00,151.00,54.00,34.00,107.00,0.00,79.00,1.00
5.00,49.00,0.00,0.00,0.00,56.00,25.00,0.48,16.00,3.50,1.00,0.04,65.00,25.00,1.00,52.00,4.00,31.64,38.62,47183.65,0.41,249.00,0.03,2621.31,1221.82,1.00,20.00,28.00,42.00,0.43,101.00,148.00,17.00,13.00,58.00,0.00,52.00,1.00
14.00,3.00,2.00,0.00,12.00,4.00,2.00,0.05,2.00,2.00,2.00,1.00,14.00,1.00,0.00,41.00,0.00,75.92,28.31,60857.94,0.72,343.00,0.04,3381.00,2149.51,0.50,1.00,2.00,14.00,0.03,151.00,192.00,56.00,21.00,68.00,22.64,41.00,1.00
31.00,16.00,10.00,0.00,10.00,12.00,11.00,0.17,4.00,3.00,6.00,0.55,45.00,5.00,0.40,63.00,0.00,50.49,33.53,56756.57,0.56,267.00,0.03,3153.14,1692.74,0.45,4.00,7.00,36.00,0.10,114.00,153.00,51.00,30.00,105.00,13.70,63.00,1.00
27.00,39.00,7.00,2.00,35.00,62.00,20.00,0.22,24.00,2.58,10.00,0.50,66.00,12.00,0.58,87.00,2.00,92.24,23.83,52396.16,0.73,337.00,0.04,2910.90,2198.44,0.60,19.00,33.00,48.00,0.13,143.00,194.00,69.00,23.00,152.00,29.84,89.00,1.00
13.00,26.00,4.00,1.00,1.00,44.00,14.00,0.30,22.00,2.00,11.00,0.79,59.00,7.00,0.46,45.00,0.00,30.87,42.62,56084.29,0.44,221.00,0.02,3115.79,1315.88,0.50,11.00,22.00,47.00,0.23,97.00,124.00,33.00,29.00,61.00,4.26,46.00,1.00
1.00,35.00,6.00,0.00,0.00,52.00,18.00,0.69,18.00,2.89,6.00,0.33,58.00,13.00,0.71,26.00,0.00,37.29,35.81,47834.26,0.45,228.00,0.03,2657.46,1335.62,0.72,17.00,26.00,42.00,0.64,109.00,119.00,35.00,23.00,28.00,0.00,26.00,1.00
19.00,17.00,8.00,0.00,7.00,32.00,9.00,0.22,16.00,2.00,8.00,0.89,40.00,3.00,0.25,41.00,1.00,69.56,26.36,48322.11,0.61,290.00,0.04,2684.56,1833.36,0.33,8.00,16.00,33.00,0.13,123.00,167.00,56.00,24.00,68.00,14.58,41.00,1.00
7.00,31.00,5.00,7.00,12.00,56.00,16.00,0.46,26.00,2.15,6.00,0.38,69.00,11.00,0.67,28.00,0.00,34.15,38.26,50005.31,0.44,217.00,0.03,2778.07,1306.85,0.69,15.00,28.00,55.00,0.29,95.00,122.00,36.00,29.00,55.00,40.43,35.00,1.00
15.00,5.00,2.00,1.00,8.00,8.00,3.00,0.08,4.00,2.00,2.00,0.67,17.00,1.00,0.00,39.00,0.00,74.49,28.18,59167.80,0.70,334.00,0.04,3287.10,2099.32,0.33,2.00,4.00,16.00,0.05,153.00,181.00,57.00,21.00,64.00,18.75,40.00,1.00
19.00,19.00,7.00,0.00,8.00,36.00,10.00,0.20,18.00,2.00,10.00,1.00,45.00,3.00,0.22,49.00,1.00,81.98,25.56,53537.93,0.70,326.00,0.04,2974.33,2094.96,0.30,9.00,18.00,37.00,0.13,140.00,186.00,63.00,23.00,77.00,14.04,49.00,1.00
1.00,15.00,2.00,5.00,1.00,20.00,9.00,0.27,10.00,2.00,5.00,0.56,40.00,4.00,0.38,28.00,3.00,34.00,39.36,52659.86,0.45,223.00,0.03,2925.55,1338.00,0.44,5.00,10.00,33.00,0.25,95.00,128.00,35.00,29.00,36.00,17.65,33.00,1.00
7.00,11.00,4.00,0.00,7.00,18.00,6.00,0.17,8.00,2.25,5.00,0.83,29.00,4.00,0.60,35.00,0.00,63.04,29.85,56178.07,0.63,305.00,0.03,3121.00,1881.83,0.67,5.00,9.00,25.00,0.12,145.00,160.00,51.00,21.00,50.00,16.67,35.00,1.00
20.00,19.00,8.00,0.00,7.00,36.00,10.00,0.22,18.00,2.00,9.00,0.90,44.00,3.00,0.22,46.00,1.00,79.08,27.50,59806.20,0.72,335.00,0.04,3322.57,2174.77,0.30,9.00,18.00,36.00,0.14,143.00,192.00,65.00,25.00,74.00,13.21,46.00,1.00
18.00,11.00,8.00,0.00,7.00,20.00,6.00,0.15,10.00,2.00,6.00,1.00,30.00,3.00,0.40,40.00,2.00,55.79,31.11,53996.81,0.58,273.00,0.03,2999.82,1735.61,0.50,5.00,10.00,26.00,0.09,120.00,153.00,54.00,28.00,66.00,14.89,40.00,1.00
26.00,21.00,3.00,0.00,0.00,40.00,11.00,0.18,20.00,2.00,11.00,1.00,57.00,8.00,0.70,61.00,0.00,87.87,24.78,53973.44,0.73,359.00,0.04,2998.52,2177.73,0.73,10.00,20.00,48.00,0.13,158.00,201.00,51.00,16.00,88.00,0.00,61.00,1.00
14.00,11.00,1.00,2.00,16.00,20.00,6.00,0.14,10.00,2.00,3.00,0.50,28.00,1.00,0.00,40.00,0.00,35.84,38.68,53612.97,0.46,242.00,0.03,2978.50,1386.16,0.17,5.00,10.00,24.00,0.08,109.00,133.00,31.00,22.00,73.00,31.03,42.00,1.00
